AC	33343.59
AL	30593.08
AP	41845.38
AM	56193.30
BA	33613.68
CE	45936.85
DF	2570160.00
ES	45063.49
GO	24405.64
MA	30298.57
MT	21525.69
MS	31000.30
MG	22974.59
PA	52646.19
PB	16890.26
PR	26176.76
PE	47548.37
PI	13921.25
RJ	173803.58
RN	18970.22
RS	21516.96
RO	30046.33
RR	30031.93
SC	21181.14
SP	63972.42
SE	27573.56
TO	9952.84
